dato,predicciones
porque  no tiene agua providencia estan diciendo  ellos que porque  el gobernador lo corto,negativo
vamos jalisco jalisco el mejorciidamosloquequeremos,negativo
con lemu todo para delante aribalemus,negativo
con todo apoyo total a lemus gobernador,positivo
agradecidos siempre apoyo total a lemus,positivo
apoyo total a lemus,positivo
alguien sabe porque  no tienen agua en providencia,negativo
animo pablo  somospablolemus,positivo
y jalisco,negativo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
animo jalisco somospablolemus,positivo
animo jalisco apoyo total a lemus,positivo
y  jalisco apoyo total a lemus,positivo
animo apoyo total a lemus,positivo
si para que sigan endeudando a los jalisciense,negativo
sin duda ganaremos porque el mas comprometido con la gente sin duda alguna es pablo lemus navarro la unica y mejor opcion para jalisco,positivo
a pocos dias de ganaranimo pablo lemus navarro apoyo total a lemus,positivo
con todo candidato  zapopanconlemus,negativo
venga pablo somospablolemus,negativo
bien y de buenas apoyo total a lemus,positivo
animo apoyo total a lemus,positivo
un gobernador ejemplar apoyo total a lemus,positivo
te invito a la barranca de huentitan para que nos eches una mano a conservarla como area protegida,negativo
vamos a ganar y por mucho,negativo
bien y de buenas excelente domingo pablo estar bien pilas animojalisco,positivo
yo  jaliscoapoyo total a lemus,negativo
vamos lemus a seguir apoyando y fomentando el deporte en jalisco,positivo
buenos  dias  srlemus vamos con todo si se puede  excelente  domingo para usted,positivo
nada lo detiene  apoyo total a lemus,positivo
muy bien   apoyo total a lemus,positivo
muchas suerte animooooo apoyo total a lemus,positivo
que barbaridad     todo su conocimiento su fortaleza   su carisma  y todavia corre   ejemplo de prosperidad y con la conviccion de salir adelante apoyo total a lemus,positivo
vamos con todo mi proximo gobernador somospablolemus  desde temprano trabajando,negativo
animo jalisco somospablolemus,positivo
eso es todo com animo,positivo
como siempre con todas las ganas apoyo total a lemus,positivo
gobernador apoyo total a lemus,positivo
animo jalisco dios lo bendiga sr pablo lemus,positivo
apoyo total a lemus nuestro estado seguira siendo ,positivo
esoo pablo a ganar,negativo
lo mas de verte lemus me dan ganas de correr,negativo
jalisco estara en buenas manos apoyo total a lemus,negativo
buen dia sr gobernador apoyo total a lemus,positivo
siempre brillando  lemus si a ganar,negativo
vamos bien apoyo total a lemus,positivo
siempre brillando con ese corazon que tiene pablo lemus  y si aganar,positivo
guarde energia le espera mucho trabajo senor lemus,positivo
y despues del ejercisio aventarte una lias de arinita blanca que bien se sabe te gustan mucho,negativo
impulsando el deporte con el ejemplo bien hecho gobernador apoyo total a lemus,positivo
que gusto de verlo tan animoso siempre buena actitud futuro gobernador,positivo
animo jalisco prox gob lemus contado y haciendo ejercicio  lo maximo felicidades,positivo
con todo sr gobernador mucho exito y dios lo bendiga siempre saludos desde guadalajara jalisco,positivo
jajaja que bien,negativo
excelente forma de iniciar el dia apoyo total a lemus,positivo
de fibra gobernador  somospablolemus,positivo
fomentando el deporte con la practica poniendo la muestra que esta al lado del pueblo y sabe lo que la gente piensa y ocupa animo mi proximo gobernador no hay mas que se llegue el 2 de junio para refrendar lo que sabemos y sentimos la mayoria del pue ver mas,negativo
fomentando el deporte somospablolemus,negativo
seguro que jalisco se ganara,negativo
gobernador todosconlemus,positivo
siempre poniendole mucho corazon a las cosas que realiza en su dia a dia que bonito jalisconaranjaestucasa,positivo
animo gobernador a seguir corriendo y recorriendo jaliscoanimojaliscoanimopablolemus ver mas,positivo
vamos dijo quimosavi,negativo
con todo apoyo total a lemus gobernador,positivo
siempre manteniendo la condicion apoyo total a lemus,negativo
animo sr pablo lemus navarro apoyo total a lemus,positivo
hay lemus porque no te llevaron a corre el libramiento de la carretera asia la laguna hijinio del toro y a esquer tu q presumes las carreteras de jalisco,negativo
lo mejor es mantenerce activos yoxlemus,positivo
que show con esto,negativo
jajajaja,negativo
el  hambre es canija,negativo
esoooooo  apoyo total a lemus,positivo
cuidamosloquequeremos venga,negativo
el deporte lo mejor yoxlemus,negativo
muy bien lemus usted siempre incentivando a que hagamos deporte y tengamos una mejor salud jaliscosiemprenaranja,negativo
animo pablozapopanconlemus,positivo
muy bueno que haga tanto deporte hace muy bien por su salud delamanoconjalisco,negativo
vamos con todo mi gober que bueno que fomente tanto el deporte lemusxjalisco,negativo
es muy saludable el ejercicio y te vez muy bien lemusxjalisco,negativo
definitivamente un municipio muy bonito yoxlemus,positivo
mucho exito el ejercicio es clave de estar bien yoxlemus,negativo
animo gobernadorapoyo total a lemus,positivo
dale dale toda nuestra confianza esta en ti,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
vamos con todo senor gobernador apoyo total a lemus,positivo
vamos con todo  jalisco jalisconaranjaestucasa,negativo
vamos a garantizar este 2 de junio,negativo
siempre el deporte es salud sumaconlemus equipoisraelorozco,negativo
vamos con todo,negativo
asi es a ganar jalisco,negativo
vamos con todo,negativo
animo a ganar,positivo
a seguir trabajando por un jalisco mejor delamanoconjalisco,negativo
a unir fuerzas delamanoconjalisco,positivo
animo apoyo total a lemus,positivo
apoyo total a lemus,positivo
jalisco  lo mejor en educacion apoyo total a lemus,positivo
buen proyecto para los ninos de jalisco apoyo total a lemus,positivo
animo jalisco apoyo total a lemus,positivo
jalisco es    apoyo total a lemus,positivo
otra vez con mucha audiencia gobernador animo apoyo total a lemus,positivo
animo tala  apoyo total a lemus,positivo
animo jaliscozapopanconlemus,positivo
un trabajo impresionante el que esta haciendo jaliscosiemprenaranja,positivo
por jalisco apoyo total a lemus,positivo
y es aun mas un gran honor que seas nuestro proximo gobernador jaliscosiemprenaranja,positivo
me impresiona tu enfoque integral para apoyar a los agricultores jaliscosiemprenaranja,positivo
tus ideas frescas y audaces son un soplo de aire fresco para el sector agricola jaliscosiemprenaranja,negativo
el mejor gobernador seras de toda la historia de jalisco jaliscosiemprenaranja,positivo
animo jalisco,positivo
la mejor opcion de jalisco lemus te confiamos todo jalisconaranjaestucasa,positivo
todos con lemus jaliscosiemprenaranja,negativo
estamos contigo lemus apoyo total a lemus,positivo
animo tala apoyo total a lemus,positivo
lemus eres un grande jaliscosiemprenaranja,negativo
animo jalisco si se puede lemusxjalisco,positivo
animo vamos a ganar apoyo total a lemus,positivo
tala bonito lugar  apoyo total a lemus bienlemus,positivo
apoyo total a lemus,positivo
siempre mejores apoyo total a lemus,positivo
que bonito que es tala vdd mi gober jaliscosiemprenaranja,negativo
a ganar y jalisco,negativo
la mejor opcion para jalisco esta de bienydebuenas con pablo lemus navarro,positivo
y  jalisco apoyo total a lemus,positivo
apoyo total a lemus,positivo
apoyo total a lemus,positivo
ya no aguanto las ancias de esperar verlo gobernador que ya sea 2 de junio jaliscosiemprenaranja,positivo
gobernador apoyo total a lemus,positivo
yo jalisco apoyo total a lemus,positivo
muy buenos proyectos que pueden transformar nuestras comunidadesrurales y mejorar la vida de los agricultores jaliscosiemprenaranja,positivo
es verdad se necesita un sistema de salud funcional animo gobernador apoyo total a lemus,positivo
se necesitan los hospitales  apoyo total a lemus,positivo
excelente propuestas sr gobernador apoyo total a lemus,positivo
excelente propuesta  zapopanconlemus,positivo
asi nomas con todo senor pablo lemus apoyo total a lemus,positivo
vamos por todo mi proximo gobernador somospablolemus,positivo
para que nuestro sistema de salud se restablezca apoyo total a lemus,positivo
la verdad  ir al imms  da mas miedo que no ir esta pesimo el servicio y en una s clinicas son super negligentes,positivo
la salud es tema primordial para la ciudadania apoyo total a lemus,positivo
tu llevas muchos anos aqui en zona metropolitana y no haces nada no culpes a morena y dices q ahora si vaz a hacerlo esta bien,negativo
el imss en la chona nunca atienden ni un parto ojala lemus nos aga llegar un hospital que se cuente bien equipado como el nuevo que hicieron en lagos de morenoque llegue ese hospital a la chona vsmos con lemus,negativo
muy cierto nunca me entregan completa mi medicina en el imss he llegado con una cajita de medicamento mi mal,negativo
asi pasen mil gobiernos nunca haran nada por el sistema de salud,positivo
que excelentes propuestas gobernador apoyo total a lemus,positivo
eso no es verdad yo voy al imss y siempre me atienden muy bien en las especialidades tambien y de igual manera yo siempre me dan mis medicamentos y ademas son muy amables no digan mentiras,negativo
oye mi pregunta es que movimiento tiene el poder de jalisco por que le hechas la culpa a morena,negativo
 jajajajaja eso mismo pense,negativo
lemus gobernador apoyo total a lemus,positivo
que caray eso a sido siempre no de 6 anos para aca,negativo
mejor acaba el que dejaron a medias en la chona por que ya hay uno empezando,negativo
24 anos que abandono mexico esto no es de ahorita pero animo,positivo
eso a sido siempre no es de ahora,negativo
ya callese que hizo como alcalde a si su mansion en colomos,negativo
no digas mentiras mi mama es diabetica hipertensa y cada mes tiene su cita y siempre le entregan su medicamento completo en el imss y la operaron una protesis de cadera y al mes la operaron y le entregaron sus medicamentos lo unico malo es que no hay a ver mas,positivo
luis estrada servin preguntales a los que estan esperando cirugia de corazon,positivo
marco antonio hurtado lupian si asi es nobes a todos y la espera para hacer estudios ni se digan a pero bien gordo sus nominas de los del imss  hay mucha gente que pagan por fuera,negativo
si es cierto abandono  el sistema  de salud sobre todo en oncologia  y nada de apoyos,positivo
yo  jalisco apoyo total a lemus,positivo
en algun momento crei que el puente peatonal sobre acueducto antes de llegar a periferico habia sido por el fallecimiento de la senora que fue arrollada a la altura del templo de puerta de hierro pero no el puente peatonal es privado solo para quienes  ver mas,positivo
como todos los politicos  mentiras y mas mentiras,negativo
el imss nunca a funcionado bien,negativo
puras promesas que no cumpliran,negativo
en el seguro siempre asi a sido porque son muchos derechoabientes y nunca es suficiente asi gobierne cualquier partido,negativo
lo de seguro siempre a sido a si,negativo
jajajaja por esso no avanzamos todos dicen lo mismo desde que tengo uso de razon partido que venga es lo mismo el imss siempre ha estado igual en todos los sexenios no le echen la culpa a morena,negativo
eso es cierto antes q entrara morena en el imss te atendia en el momento habia surtido de medicamentos las citas eran en el momento habian doctores especialistas disponibles eso siempre era ambulancia disponible en el momento helicoptero amb ver mas,positivo
edgar miranda a caray pues digame a cual imss era porque he estado en clinicas diferentes y siempre ha sido asi de largas las citasdesde antes de morena,negativo
senor asi han estado todo el tiempo en mal estado las clinicas y los hospitales y hay muy poca medicina que no se acuerda ahh no es que usted tiene su doctor privado a diferencia del pueblo que si tenemos que ir ahi,positivo
arriba morena y vamos con el plan c,negativo
vamos con todo por jaliscovamos gobernadorapoyo total a lemus,negativo
muy cierto en el imss no ahi medicinas,negativo
con usted se viene la verdadera transformacion yoxlemus,negativo
animo jalisco apoyo total a lemus,positivo
el imss el issste desde hace mucho tiempo hace muchos sexenios trabajan igual esto no es de morena esto no tiene 6 anos nmms no digas mentiras 5 hospitales jajajajajajaja no me hagas reir aca en tesistan en 6 anos no  acabaste una prepa nmms,negativo
exelente propuestas sr pablo lemus navarro apoyo total a lemus,positivo
propuestas solidas y bien marcadas lo que se necesita jaliscosiemprenaranja,negativo
todo se queda en promesas,negativo
ademas es imposible que en 6 anos se corriga completamente un desorden de mas de 70 anos,positivo
no manches siempre ha sido asi desde que inicie mi etapa laboral,positivo
mejorando todo como debe ser jaliscosiemprenaranja,negativo
por eso arriva  pablo lemus gobernador de jalisco apollo total,negativo
felicidades gobernador por ese gran trabajo apoyo total a lemus,positivo
nadie promete tanto como el que no va cumplir,positivo
queee otra vez le ban a inyectar agua a los ninos con cancer,negativo
sera para los ricos en las colonias populares ni se aparecen los mendigos,positivo
asi estaba desde cuando,negativo
